COUNTRY	Argentina	Aruba	Australia	Austria	Bahamas, The	Bahrain, Kingdom of	Barbados	Belgium	Bermuda	Bolivia	Brazil	Bulgaria	Canada	Cayman Islands	Chile	China, P.R.: Hong Kong	China, P.R.: Macao	Colombia	Costa Rica	Curacao and Sint Maarten	Cyprus	Czech Republic	Denmark	Egypt	Estonia	Finland	France	Germany	Gibraltar	Greece	Guernsey	Hungary	Iceland	India	Indonesia	Ireland	Isle of Man	Israel	Italy	Japan	Jersey	Kazakhstan	Korea, Republic of	Kosovo	Kuwait	Latvia	Lebanon	Lithuania	Luxembourg	Malaysia	Malta	Mauritius	Mexico	Mongolia	Netherlands	New Zealand	Norway	Pakistan	Panama	Philippines	Poland	Portugal	Romania	Russian Federation	Singapore	Slovak Republic	Slovenia	South Africa	Spain	Sweden	Switzerland	Thailand	Turkey	Ukraine	United Kingdom	United States	Uruguay	Venezuela, República Bolivariana de	SEFER + SSIO (**)	Value of Total Investment
El Salvador	0 	0 	C 	22 	10 	1 	3 	0 	393 		0 	0 	12 	16 	0 	0 		273 	19 		0 		118 			0 	26 	165 			61 	0 		0 	0 	73 	0 		33 	85 		0 	4 	0 					607 					0 	166 				56 		0 	0 		0 	C 		0 		C 	0 	13 		0 		107 	1175 	0 		0 	3438 
Equatorial Guinea	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 	0 	0 			0 	0 	7 	0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	54 	0 		0 	61 
Eritrea	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	4 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	4 
Estonia	0 		C 	111 			0 	4 	0 		0 	0 			0 	0 		0 			0 	14 	48 			350 	53 	132 	2 	0 	2 	1 	0 	0 	0 	108 	0 		3 	1 		0 	3 	0 		95 		228 	291 					0 	55 		19 		0 		27 	0 		16 	C 	9 	28 		C 	317 	84 		0 		17 	146 	0 		C 	2164 
Ethiopia	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		1 	59 		0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 			23 		0 	0 				0 		0 	0 		0 						0 	0 		0 		0 	0 	0 		0 	83 
Falkland Islands	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 			0 		0 			0 	0 	11 			0 	0 		0 	0 	0 	0 		0 	0 		0 	0 	0 		0 			5 	0 				0 	0 				0 		0 	0 		0 	C 		0 		C 	0 	1 		0 		6 	24 	0 		0 	47 
Faroe Islands	0 		0 	0 			0 	1 	0 		0 	0 			0 	0 		0 			0 		731 			0 	0 	7 			2 	0 	20 	0 	0 	24 	0 		0 	0 		0 	0 	0 					21 					0 	0 		8 		0 		0 	0 		0 	C 		0 		C 	11 	3 		0 		1 	22 	0 		0 	850 
Fiji	0 		C 	0 			0 		0 		0 	0 			0 	C 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 		0 	0 		0 	0 	0 					167 					0 	0 				0 		0 	0 		0 	C 		0 			0 	0 		0 		5 	7 	0 		0 	179 
Finland	0 	1 	1748 	4667 		2 	2 	5239 	1481 		3 	15 	1474 	105 	10 	629 	2 	1 	0 	7 	130 	55 	9389 		462 		17345 	35210 	22 	165 	1302 	3 	15 	0 	0 	12087 	143 	7 	2880 	13763 	958 	283 	324 	0 	0 	138 	3 	58 	19218 	0 	44 	1 	0 	0 	22033 	9 	13087 		13 	0 	C 	538 	6 	2 	C 	673 	122 	6 	1248 	39424 	8116 	3 	0 		26081 	26578 	55 		19928 	287311 
France	1 	9 	17625 	30015 	12 	496 	163 	130805 	15080 	170 	125 	142 	27667 	251 	849 	10328 	402 	68 	20 	150 	1371 	1059 	17634 	80 	590 	19496 		375394 	186 	2087 	5614 	167 	614 	0 	8 	120932 	164 	2150 	135557 	215947 	9190 	3819 	6187 	41 	185 	204 	552 	485 	287615 	124 	1433 	72 	23 	1 	186256 	0 	58736 	7 	28 	76 	311 	12251 	53 	1329 	C 	2726 	2220 	238 	48026 	17084 	97155 	364 	9 		234528 	369813 	70 	7 	401849 	2876495 
French Southern Territories	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
French Territories: French Polynesia	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 	79 	0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	79 
French Territories: New Caledonia	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 	95 	0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 	C 		0 			0 	0 		0 		0 	0 	0 		0 	95 
Gabon	0 		0 	3 		0 	0 	3 	199 		0 	0 	2 		0 	0 		0 			0 		24 			0 	163 	145 			2 	0 		0 	0 	67 	0 		5 	11 	43 	0 	0 	0 		0 			100 					0 	33 				0 		0 	0 		0 	C 		0 		C 	0 	40 		0 		19 	0 	0 		0 	858 
Gambia, The	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					21 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		4 	0 	0 		0 	26 
Georgia	0 		0 	13 		0 	0 	0 	0 		0 	0 	11 		0 	0 		0 			1 	1 	84 			C 	7 	86 		0 	25 	0 		0 	0 	28 	0 	322 	20 	16 	17 	1 	91 	0 		3 	0 	4 	474 			1 		0 	70 				0 		0 	0 		14 	C 		1 			10 	14 	0 	0 		121 	473 	0 		C 	1907 
Germany	36 	12 	32425 	66124 	129 	319 	166 	40514 	14320 	89 	153 	642 	20647 	917 	6190 	13118 	562 	305 	35 	75 	556 	863 	64772 	88 	479 	31299 	255107 		363 	2215 	6168 	671 	417 	2 	5 	158465 	351 	2051 	85143 	181490 	18772 	3785 	2876 	48 	192 	402 	88 	225 	338000 	478 	819 	38 	39 	0 	267636 	313 	71349 	9 	24 	200 	422 	9211 	141 	2145 	25024 	1114 	3033 	266 	27413 	37391 	89938 	180 	48 		301460 	325218 	131 		573537 	3089248 
Ghana	0 	0 	C 	3 		0 	0 		101 		0 	0 			0 	39 		0 			0 		37 	2 		C 	18 	34 			18 	0 		0 	0 	40 	0 		5 	6 	3 	0 	0 	0 		1 	0 		1506 			175 		0 	53 		19 		0 		0 	0 		3 	C 		0 	4 		0 	9 		0 		1066 	582 	0 		0 	3724 
Gibraltar	0 		C 	226 			0 	1 	637 		97 	0 			0 	0 		0 			0 	0 	15 			0 	58 	59 			5 	0 		0 	0 	32 	1 		86 	5 		0 	9 	0 		0 			41 			1 		0 	4 		26 		0 		0 	0 	0 	0 	C 		9 		C 	5 	66 		0 		169 	410 	0 		0 	1961 
Greece	0 	0 	75 	1747 		17 	2 	2472 	2615 		0 	267 	207 		0 	12 		0 	0 	24 	7475 	2 	137 		8 	182 	10598 	9372 			72 	9 	0 	0 	0 	536 	3 	10 	4238 	215 	3623 	2 	2 	0 		3 	16 	5 	1412 	0 	43 		5 	0 	3785 	0 	491 		0 	0 	C 	2494 	37 	6 	13 	149 	331 	23 	2829 	121 	232 	2 	207 		2504 	4629 	2 		C 	63259 
Greenland	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 			0 		71 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					13 					0 	0 				0 		0 	0 		0 			0 		C 	0 	0 		0 		0 	0 	0 		0 	83 
Grenada	0 		0 	0 			1 	3 	0 		0 	0 			0 	0 		0 			0 		0 			0 	3 	0 			0 	0 		0 	0 	11 	0 		0 	0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	25 	0 		0 	44 
Guadeloupe	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 						0 	0 	1 	0 		-5 	0 	0 		0 	-4 
Guam	0 		0 	0 		24 	0 	11 	0 		0 	0 			0 	0 		0 			0 		0 			0 	0 	0 			0 	0 		0 	0 	0 	3 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			24 	0 		0 		0 	0 	0 		0 	62 
Guatemala	0 		0 	4 	460 	0 	26 	0 	127 		0 	0 	3 	3 	2 	4 		0 	3 		0 		15 			0 	1 	84 			4 	0 		0 	0 	41 	0 		5 	9 		0 	0 	0 					155 					0 	17 				141 		0 	0 		0 			0 		C 	0 	6 		0 		9 	248 	0 		0 	1366 
Guernsey	0 		41 	573 		99 	123 	706 	149 		8 	0 	1258 	8 	5 	706 	0 	0 		53 	11 	31 	1125 		0 	3782 	4309 	6394 	6 	53 		10 	113 	0 	0 	1992 	1198 	3 	1080 	6382 	437 	0 	69 	0 		2 	2 	1 	4353 	1 		5 		0 	5243 		4592 		0 		37 	78 		18 	440 	170 	0 	3301 	461 	673 	9686 	9 	0 		21116 	27539 	1 		C 	108451 
Guiana, French	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 		3 	0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 						0 	0 		0 		0 	0 	0 		0 	3 
Guinea	0 		C 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 	0 	0 			11 	0 		0 	0 	0 	0 			0 	9 	0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	20 
Guinea-Bissau	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 	0 				0 	0 				0 		0 	7 		0 			0 			0 	0 		0 		0 	0 	0 		0 	7 
Guyana	0 		0 	0 			3 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		3 			0 			0 	0 	3 	0 		4 	0 	0 		0 	13 
Haiti	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Honduras	0 		0 	0 			1 		0 		0 	0 			0 	C 		122 	15 		0 		0 			0 		0 			5 	0 		0 	0 	4 	0 			0 	8 	0 	0 	0 					9 				12 	0 	0 				103 		0 	0 		0 			0 			0 	97 	16 	0 		0 	14 	0 		0 	407 
Hungary	0 	0 	288 	3388 		1 	0 	295 	12 		8 	164 	442 		0 	12 		0 	0 	4 	18 	337 	863 		18 	103 	1533 	7002 		30 	235 		0 	0 	0 	1566 	0 	3 	740 	513 	999 	0 	106 	0 		32 	6 	41 	13307 	8 	4 	0 		0 	1949 	0 	532 		0 		702 	9 	66 	153 	C 	641 	80 	36 	C 	77 	507 		0 		17008 	13082 	1 		C 	66921 
Iceland	0 		C 	46 			0 	129 	9 		0 	1 	35 	1 	0 	9 		0 	0 		0 	10 	162 		1 	3 	527 	1260 	6 	18 	4 	0 		0 	0 	137 	0 		303 	181 	344 	48 	3 	0 		2 	0 	3 	1142 				1 	0 	103 		45 		0 		89 	121 		4 	C 	1 	0 		268 	117 	128 		0 		2340 	2103 	0 		C 	9707 
India	0 	1 	3360 	421 		489 	1 	239 	655 	1 	2 	0 	5833 	21 	5 	6465 	23 	0 		4 	6 	4 	1580 	81 		738 	4650 	1074 	41 	4 	751 	0 	2 		61 	3995 	24 	4 	390 	5195 	589 	25 	2063 	0 	202 	0 	5 	1 	31180 	286 		78228 		0 	5849 	85 	4278 	2 	14 	0 	C 	0 		6 	54927 		37 	798 	2755 	1066 	1944 	546 	0 		22024 	78846 	1 		C 	321876 
Indonesia	0 	2 	985 	340 	2 	5 	0 	133 	1637 		0 	0 	2488 	80 	12 	643 	1 	0 		17 	1 	0 	1628 			C 	1273 	2775 	5 		752 	0 	1 	36 		4549 	2 		628 	7543 	123 	0 	551 	0 	173 	1 		0 	21610 	1803 		128 		0 	3981 	0 	2507 	8 	0 	1022 	0 	0 		0 	26167 	2 	15 	11 	C 	429 	901 	64 	2 		8098 	44991 	0 		C 	138125 
Iran, Islamic Republic of	0 		0 	0 			0 	0 	0 		0 	0 			2 	0 	5 	0 			0 		0 			0 	1 	0 		0 	0 	0 		0 	0 	0 	0 			0 	38 	0 	24 	0 			0 		0 	163 				0 	0 		55 		0 		0 	0 		1 	C 		0 			0 	0 	112 	0 		0 	0 	0 		0 	401 
Iraq	0 	0 	C 	9 		20 	0 		2 		0 	0 	19 		0 	0 		0 			0 	10 	94 			0 	14 	16 			44 	0 		0 	0 	11 	0 		28 	98 	2 	0 	341 	0 	204 	0 	0 		380 			8 		0 	164 				0 		0 	0 		0 			0 			0 	19 		0 		420 	0 	0 		0 	1901 
Ireland	0 	8 	3155 	11893 	16 	9 	110 	37867 	12177 		113 	171 	5880 	509 	6653 	9990 	365 	156 	1 	2686 	1460 	699 	11883 	8 	579 	19701 	117992 	131783 	103 	1475 	5094 	239 	1201 	10 	0 		4122 	2025 	100725 	52967 	3263 	1230 	1878 	471 	55 	448 	54 	346 	98385 	390 	1689 	21 	19 	0 	72778 	783 	11296 		88 	0 	85 	19125 	39 	11070 	2186 	2525 	339 	6948 	28506 	12578 	35997 	354 	5 		199693 	180851 	5 		C 	1237327 
Isle of Man	0 	0 	36 	25 			8 	11 	34 		18 	0 			0 	2 		0 			6 	2 	39 		4 	46 	116 	133 		0 	215 	0 	4 	0 	0 	880 			22 	479 	9 	0 	33 	0 		0 	4 	0 	1083 	997 		87 		0 	94 		11 		0 		5 	0 	1 	292 	175 		0 	147 	C 	6 	136 		2 		2096 	3285 	1 		C 	10545 
Israel	0 	0 	404 	234 			0 	127 	5329 		3 	0 	1668 		12 	13 		0 	0 	3 	9 	6 	256 			52 	747 	1490 	8 	3 	1343 	58 	1 	0 	0 	723 	1 		116 	1807 	115 	23 	90 	0 		0 		0 	3342 	0 		16 		0 	1575 	0 	1815 		7 		2 	0 		4 	C 		11 	0 	C 	179 	550 	116 	1 		3382 	56544 	6 		C 	82191 
Italy	1 	4 	3572 	23909 		38 	5 	32399 	1188 		40 	79 	5894 	44 	242 	1542 	28 	0 	0 	222 	731 	571 	8517 	58 	401 	6871 	285314 	211323 	33 	776 	1666 	32 	10 	0 	5 	109265 	5 	214 		53810 	745 	47 	1291 	23 		13 	20 	18 	144029 	4 	395 	46 	1 	0 	56350 	0 	15339 		1 	0 	15 	15802 	23 	22 	2401 	2123 	1022 	36 	48982 	4030 	3232 	64 	4 		79926 	109565 	69 		C 	1234446 
Jamaica	0 		0 	7 		0 	765 	0 	4 		0 	0 		44 	0 	0 		0 	0 	31 	0 		4 			0 	8 	49 		0 	56 	0 		0 	0 	0 	0 		24 	4 	27 	0 	0 	0 			0 		24 					0 	8 				0 		0 	0 		0 	C 		0 		C 	0 	6 		0 		23 	221 	0 		0 	1305 
Japan	12 	12 	19883 	1011 		116 	244 	1657 	1873 	3 	13 	0 	37099 	5 	2159 	37295 	122 	11 	0 	295 	1 	18 	5642 	22 	1 	363 	108138 	23173 	9 	8 	1356 	3 	32 	13 	142 	47972 	126 	229 	3036 		7103 	3139 	5438 	0 	2 	6 	9 	0 	62636 	222 	5 	277 	25 	0 	35009 	1024 	43144 	4 	0 	36 	3 	413 	0 	0 	C 	7 	29 	306 	501 	10636 	20085 	141 	0 		183940 	506339 	29 		253032 	1425632 
Jersey	0 	0 	1260 	2986 		54 	408 	2429 	1500 		82 	4 	1468 	21 	0 	1659 	17 	0 	0 	23 	4085 	403 	1248 		1 	1417 	11165 	13695 	33 	839 	842 	110 	29 	0 	0 	6011 	510 	12 	7521 	18570 		6 	759 	0 	129 	1 	20 	1 	22945 	5 		37 		0 	7957 		1207 		0 	0 	25 	625 	8 	1480 	609 	9 	8 	2323 	3684 	887 	5107 	0 	1 		55231 	49120 	6 		C 	230595 
Jordan	0 		C 	0 		319 	0 		10 		0 	0 	4 		0 	8 		0 			23 		9 	5 		0 	8 	41 			48 	0 		0 	0 	26 	0 		8 	0 	139 	0 	0 	0 	676 		122 		161 	0 				0 	9 		1 		0 		0 	0 		0 			0 			0 	4 		0 		195 	231 	0 		0 	2047 
Kazakhstan	0 	0 	10 	358 		49 	0 	16 	229 		0 	4 	57 	20 	0 	9 	1 	0 	0 		9 	33 	276 		4 	0 	57 	817 		8 	692 	21 	0 	0 	0 	479 	0 		76 	109 	57 		87 	0 		25 	3 	7 	1801 	18 		7 		0 	223 		34 	3 	1 	0 	20 	0 	1 	129 	C 	2 	1 		C 	23 	105 	0 	4 		1619 	3798 	0 		C 	11303 
Kenya	0 	0 	C 	0 		2 	0 	0 	0 		0 	0 	4 		0 	18 		0 			0 		29 	0 		0 	7 	0 			25 	0 		0 	0 	108 	0 		0 	3 	74 	0 	3 	0 					469 			252 		0 	7 		20 		0 		0 	0 		0 	C 		0 	132 		6 	11 		0 		139 	444 	0 		0 	1754 
Kiribati	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Korea, Democratic People's Rep. of	0 		C 				0 		0 		0 	0 				0 		0 			0 		0 			0 		0 				0 					0 			0 		0 	0 	0 					0 					0 	0 				7 		0 	0 		0 						0 			0 			0 	0 		0 	7 
Korea, Republic of	0 	3 	7586 	662 	3 	144 	1 	656 	1170 		947 	0 	11127 	7 	97 	22195 	170 	1 		14 	0 	7 	2091 			590 	11671 	8328 	6 	8 	651 	8 	5 	38 	11 	15512 	11 	40 	1032 	24228 	495 	1566 		0 	52 	0 	5 	11 	45964 	2604 	15 	35 	81 	3 	10549 	0 	13848 	14 	34 	481 	9 	15 	0 	8 	46281 	5 	62 	111 	658 	2598 	3592 	3415 	0 		42237 	174689 	2 		C 	458462 
Kosovo, Republic of	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 					0 			0 	0 		0 	0 	0 				0 		0 	0 						0 					0 	0 				0 		0 	0 		0 						0 	0 		0 			0 				0 
Kuwait	0 		0 	0 		91 	0 		0 		0 	0 			0 	40 		0 			5 		13 	10 		0 	23 	1 		0 	43 	0 		0 	7 	4 	0 			14 	16 	0 	3 	0 			32 		156 	646 		54 		0 	0 	C 			0 		0 	0 		0 			0 			0 	1 		0 		365 	0 	0 		0 	1524 
Kyrgyz Republic	0 		C 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 	3 		0 		12 	0 	0 					106 					0 	3 				0 		0 	0 		8 			0 			0 	2 		0 		0 	0 	0 		C 	134 
Lao People's Democratic Republic	0 		0 	0 			0 	0 	0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			8 	0 		0 	0 	0 	0 			0 		0 	480 	0 					9 					0 	0 				0 		0 	0 		0 	C 		0 			0 	1 	57 	0 		0 	0 	0 		0 	555 
Latvia	0 	0 	0 	292 		1 	0 	0 	0 		0 	7 	30 		0 	0 		0 			3 		78 		108 	19 	15 	971 		0 	19 	3 		0 	0 	7 	0 		105 	69 	47 	0 	0 	0 				38 	666 					0 	216 		61 		0 		C 	0 	C 	7 		4 	4 		C 	121 	0 	0 	0 		306 	780 	0 		C 	3979 
Lebanon	0 		C 	8 			0 	7 	0 		0 	0 	16 		0 	16 		0 			488 		129 	25 		0 	71 	49 			93 	0 		0 	0 	25 	0 		60 	19 	193 	0 	0 	0 	130 				428 					0 	142 				0 		0 	0 		1 			0 		C 	1 	4 		0 		334 	710 	0 		0 	2950 
Lesotho	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		6 	1 	0 		0 	7 
Liberia	0 	0 	2 	0 			0 	14 	2 		0 	0 	106 		0 	0 		0 		0 	1 		44 			14 	105 	168 		4 	0 	0 		0 	0 	49 	0 		27 	85 		3 	1 	0 		0 	0 	0 	554 	0 				0 	170 		783 		0 		0 	0 		0 	C 		0 	0 	C 	12 	64 		0 		48 	4929 	0 		C 	7186 
Libya	0 		0 	0 		56 	0 		0 		0 	0 			0 	0 		0 			0 		0 			0 	2 	0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	54 		0 			0 			0 	0 		0 		0 	0 	0 		0 	113 
Liechtenstein	0 		C 	1453 			0 	2 	0 		0 	0 	11 		0 	0 		0 			0 	5 	0 			0 	39 	1893 	2 		1 	1 		0 	0 	3 	3 		43 	0 		0 	0 	0 					221 	0 		3 		0 	0 		927 		0 		0 	0 		1 	C 		4 		C 	13 	0 	4 	0 		24 	70 	0 		0 	4721 
Lithuania	0 	1 	C 	513 		1 	0 	98 	320 		0 	36 	79 		0 	4 		0 			19 		255 		117 	18 	144 	2663 		24 	93 	2 	0 	0 	0 	28 	0 	15 	148 	127 	2 	3 	6 	0 		245 	14 		2165 		7 			0 	427 		79 		0 		43 	0 	C 	2 	C 	50 	41 		C 	210 	321 	4 	0 		420 	2645 	0 		C 	11392 
Luxembourg	654 	3 	15994 	32569 	26 	4 	124 	148508 	6963 		184 	568 	5996 	375 	44095 	39326 	1066 	843 	5 	98 	872 	3411 	33357 	4 	771 	36828 	203882 	455628 	559 	74949 	15438 	2747 	1281 	355 	1130 	56506 	5146 	6477 	323447 	91552 	12610 	281 	6811 	356 	64 	888 	185 	1049 		413 	507 	1081 	706 	0 	89810 	59 	15066 		55 	53 	3950 	11869 	504 	11000 	16338 	661 	880 	16551 	51262 	86073 	162863 	952 	252 		103492 	104733 	189 		10327 	2323629 
Macedonia, FYR	0 		0 	71 			0 	0 	0 		0 	2 			0 	0 		0 			0 		16 			0 	0 	30 		74 	0 	0 		0 	0 	18 	0 		13 	0 		0 	0 	0 		0 		5 	84 					0 	0 				0 		0 	0 		1 			28 			0 	3 		0 		3 	14 	0 		0 	365 
Madagascar	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 	15 	0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					1 			109 		0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	2 	0 		0 	126 
Malawi	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					3 			3 		0 	0 				0 		0 	0 		0 			0 	7 		0 	0 		0 		0 	0 	0 		0 	14 
Malaysia	0 	1 	2720 	313 		222 	0 	197 	227 		1 	0 	2239 	5 	18 	11955 	191 	0 		16 	0 	0 	1198 	34 		168 	3093 	2351 		0 	207 	0 	1 	1 	12 	5209 	8 		177 	5676 	311 	0 	695 	0 	625 	2 	1 	1 	22711 			94 	6 	0 	3763 	44 	3017 	6 	0 	68 	C 	0 		1 	27967 		11 	7 	C 	502 	1068 	131 	0 		12867 	42419 	0 		C 	152555 
Maldives	0 		0 	0 			0 		0 		0 	0 			0 	20 		0 			0 		0 			C 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 			36 		0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	56 
Mali	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 		0 	0 	0 		0 	0 	0 	0 			0 	49 	0 	0 	0 			0 		0 			0 		0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		3 	0 	0 		0 	53 
Malta	0 		C 	25 			0 	13 	0 		0 	0 			0 	0 		59 			0 	47 	24 	14 	1 	0 	268 	34 		0 	534 	0 		1 	0 	116 	12 		238 	13 		0 	0 	0 	8 	44 		3 	867 			7 		0 	21 		30 		0 		0 	0 		0 	C 	15 	0 	1056 	C 	290 	294 		0 		6643 	181 	0 		0 	10860 
Marshall Islands, Republic of	0 		C 	7 			0 	28 	39 		0 	0 	145 		0 	1 		0 		0 	0 	1 	54 			65 	27 	20 			2 	0 	0 	0 	0 	62 	0 		15 	57 	6 	0 	83 	0 		0 	0 	0 	333 	1 				0 	36 		93 		0 		C 	0 		0 	C 		0 		C 	75 	40 	0 	0 		97 	9781 	0 		0 	11067 
Martinique	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 						0 	0 		0 		0 	0 	0 		0 	0 
Mauritania	0 		C 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 	0 	0 			0 	0 		0 	0 	0 	0 			2 	14 	0 	0 	0 	138 				0 			0 		0 	0 				0 		0 	0 		0 	C 		0 			0 	11 		0 		0 	45 	0 		0 	210 
Mauritius	0 		130 	1 		22 	0 	8 	232 		0 	0 	7 		0 	278 	4 	0 		2 	0 	118 	62 			0 	121 	20 	14 		159 	4 		3 	208 	905 	155 		8 	1988 	609 	0 	4 	0 	49 				3745 	37 				0 	232 		37 	0 	0 	0 	0 	0 		0 	1392 		0 	784 	C 	174 	182 	0 	0 		1109 	6088 	0 		0 	18892 
Mayotte	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 						0 	0 		0 		0 	3 	0 		0 	3 
Mexico	6 	6 	2880 	789 	-13 	210 	1 	990 	4331 		220 	0 	5154 	1273 	894 	251 	42 	179 	12 	99 	2 	2 	2826 		5 	288 	4701 	10681 	2 	36 	1033 	3 	0 	0 	0 	11173 	1 	8 	1116 	15047 	336 	2 	1231 	0 		1 	3 	1 	35639 	1 	6 	1 		0 	8529 	0 	6571 		287 	0 	C 	52 		0 	C 	4 	58 	38 	538 	798 	3860 	485 	1 		25844 	157089 	80 	3 	C 	305705 
Micronesia, Federated States of	0 		0 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					0 					0 	0 				0 		0 	0 		0 			0 			0 	0 		0 		0 	0 	0 		0 	0 
Moldova	0 		C 	0 			0 		0 		0 	0 			0 	0 		0 			0 		0 			0 		0 			0 	0 		0 	0 	0 	0 			0 		0 	0 	0 					58 					0 	0 				0 		0 	0 	0 	0 			5 			0 	0 		0 		0 	4 	0 		C 	67 
Monaco	0 		0 	0 			0 	0 	0 		1 	0 			0 	0 		0 			0 		0 			0 		0 			1 	0 		0 	0 	0 	0 		14 	0 	32 	0 	0 	0 					53 					0 	0 		6 		0 		0 	0 		0 	C 					0 	0 		0 		2 	5 	0 		0 	112 
Mongolia	0 		C 	28 		0 	0 		377 		0 	0 			0 	34 		0 			0 		46 			0 	6 	123 			43 	1 		0 	0 	59 	0 		39 	22 	5 	0 	2 	0 					594 			0 			87 				0 	0 	0 	0 		0 	C 		0 			0 	29 		0 		555 	339 	0 		C 	2387 
Montenegro	0 		0 	20 			0 	2 	0 		0 	11 			0 	0 		0 			0 		12 			0 	3 	29 			0 	4 		0 	0 	9 	0 		11 	0 		0 	0 	1 		0 		1 	103 					0 	8 				0 		C 	0 		0 		5 	4 		C 	0 	8 		0 		0 	1314 	0 		C 	1546 
